municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos
pirapo;4314555;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0
piratini;4314605;1;2;0;25;8;1;0;0;10;1;1;1;0;0;2
planalto;4314704;0;0;0;9;1;2;0;0;2;0;2;0;0;0;0
poco das antas;4314753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pontao;4314779;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
ponte preta;4314787;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
portao;4314803;0;0;0;31;1;1;4;2;20;2;6;0;0;0;1
porto alegre;4314902;29;31;0;2786;1;130;1369;157;1704;87;163;281;0;0;37
porto lucena;4315008;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
porto maua;4315057;0;0;0;2;1;1;0;0;1;0;1;1;0;0;0
porto vera cruz;4315073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
porto xavier;4315107;0;0;0;3;0;0;0;0;2;2;0;1;0;0;0
pouso novo;4315131;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
presidente lucena;4315149;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
progresso;4315156;0;0;0;10;0;1;0;0;1;3;1;0;0;0;0
protasio alves;4315172;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
putinga;4315206;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0
quarai;4315305;0;0;0;23;1;1;2;1;9;3;1;0;0;0;0
quatro irmaos;4315313;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
quevedos;4315321;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0
quinze de novembro;4315354;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
redentora;4315404;0;0;0;2;1;1;0;1;0;1;0;0;0;0;0
relvado;4315453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
restinga seca;4315503;0;0;0;7;1;0;0;0;8;0;0;0;0;0;0
rio dos indios;4315552;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
rio grande;4315602;7;7;0;256;7;7;71;0;124;14;19;49;0;0;12
rio pardo;4315701;0;0;0;39;4;3;2;0;18;2;8;4;0;0;0
riozinho;4315750;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
roca sales;4315800;1;1;0;5;0;0;0;0;10;0;4;0;0;0;1
rodeio bonito;4315909;0;0;0;4;2;1;0;0;5;0;0;0;0;0;0
rolador;4315958;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0
rolante;4316006;2;2;0;8;0;0;5;0;19;0;8;2;0;0;2
ronda alta;4316105;1;1;0;4;0;0;1;0;5;1;0;0;0;0;1
rondinha;4316204;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0
roque gonzales;4316303;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
rosario do sul;4316402;4;4;0;31;3;0;4;0;16;1;3;6;0;0;4
sagrada familia;4316428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
saldanha marinho;4316436;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0
salto do jacui;4316451;1;1;0;8;1;0;2;0;18;1;0;2;0;0;1
salvador das missoes;4316477;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
salvador do sul;4316501;0;0;0;1;0;0;1;0;4;2;0;0;0;0;0
sananduva;4316600;1;1;0;8;0;1;0;1;5;1;0;2;0;0;2
santa barbara do sul;4316709;0;0;0;5;0;0;0;0;5;0;2;1;0;0;0
santa cecilia do sul;4316733;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
santa clara do sul;4316758;0;0;0;7;0;0;1;0;5;0;1;0;0;0;0
santa cruz do sul;4316808;1;1;0;128;0;7;18;0;100;6;8;19;0;0;1
santa margarida do sul;4316972;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
santa maria;4316907;9;9;0;339;6;20;60;0;265;21;49;52;0;0;9
santa maria do herval;4316956;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0
santa rosa;4317202;2;2;0;60;0;5;2;0;43;2;10;12;0;0;3
santa tereza;4317251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
santa vitoria do palmar;4317301;1;1;0;43;4;1;8;0;14;4;0;2;0;0;1
santana da boa vista;4317004;0;0;0;4;1;0;1;0;6;0;0;1;0;0;0
santana do livramento;4317103;2;2;0;94;14;2;9;0;64;4;14;5;0;0;3
santiago;4317400;0;0;0;32;3;1;4;0;52;2;15;23;0;0;0
santo angelo;4317509;1;1;0;110;3;8;14;0;42;8;24;14;0;0;1
santo antonio da patrulha;4317608;0;0;0;29;0;5;7;1;27;1;13;4;0;0;1
santo antonio das missoes;4317707;0;0;0;5;1;0;0;0;4;0;2;1;0;0;0
santo antonio do palma;4317558;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
santo antonio do planalto;4317756;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
santo augusto;4317806;0;0;0;5;0;2;0;0;5;0;2;4;0;0;0
santo cristo;4317905;0;0;0;3;0;0;0;0;7;0;0;1;0;0;0
santo expedito do sul;4317954;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
sao borja;4318002;0;0;0;53;3;3;5;0;40;4;14;12;0;0;1
sao domingos do sul;4318051;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0
sao francisco de assis;4318101;0;0;0;7;1;0;0;0;10;0;0;2;0;0;0
sao francisco de paula;4318200;0;0;0;23;1;0;0;0;14;1;0;1;0;0;0
sao gabriel;4318309;1;1;0;63;5;1;5;1;34;8;9;13;0;0;1
sao jeronimo;4318408;0;0;0;13;1;1;1;0;17;0;3;5;0;0;0
sao joao da urtiga;4318424;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao joao do polesine;4318432;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0
sao jorge;4318440;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
sao jose das missoes;4318457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao jose do herval;4318465;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
sao jose do hortencio;4318481;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
sao jose do inhacora;4318499;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao jose do norte;4318507;0;0;0;56;0;2;2;0;5;0;4;0;0;0;0
sao jose do ouro;4318606;0;0;0;2;0;1;0;0;2;0;2;1;0;0;0
sao jose do sul;4318614;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
sao jose dos ausentes;4318622;0;0;0;2;1;0;0;0;2;2;0;0;0;0;0
sao leopoldo;4318705;1;1;1;392;1;42;77;20;200;10;14;46;1;0;2
sao lourenco do sul;4318804;0;0;0;27;1;1;2;0;24;2;23;2;0;0;0
sao luiz gonzaga;4318903;1;1;0;45;3;2;6;0;27;1;21;13;0;0;1
sao marcos;4319000;0;0;0;9;0;0;1;0;19;0;3;4;0;0;0
sao martinho;4319109;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0
sao martinho da serra;4319125;0;0;0;4;4;0;0;0;2;0;0;0;0;0;0
sao miguel das missoes;4319158;0;0;0;5;1;0;0;0;4;1;0;0;0;0;0
sao nicolau;4319208;0;0;0;3;2;0;0;0;1;2;0;0;0;0;0
sao paulo das missoes;4319307;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0
sao pedro da serra;4319356;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
sao pedro das missoes;4319364;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao pedro do butia;4319372;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
sao pedro do sul;4319406;0;0;0;15;4;0;1;0;9;0;1;1;0;0;0
sao sebastiao do cai;4319505;0;0;0;26;0;3;0;0;22;4;17;1;0;0;0
sao sepe;4319604;0;0;0;23;1;2;0;0;3;0;4;2;0;0;0
sao valentim;4319703;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao valentim do sul;4319711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao valerio do sul;4319737;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
sao vendelino;4319752;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0
sao vicente do sul;4319802;0;0;0;7;3;0;1;0;2;2;2;0;0;0;0
sapiranga;4319901;0;0;0;82;1;7;10;0;50;2;13;7;0;0;0
sapucaia do sul;4320008;3;4;0;203;0;18;48;13;101;3;19;20;0;0;5
sarandi;4320107;1;1;0;33;0;0;2;0;8;3;10;2;0;0;1
seberi;4320206;0;0;0;11;0;1;0;0;5;1;0;1;0;0;0
sede nova;4320230;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
segredo;4320263;0;0;0;4;2;0;0;0;2;1;0;0;0;0;0
selbach;4320305;0;0;0;4;0;0;0;0;1;0;0;1;0;0;0
senador salgado filho;4320321;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sentinela do sul;4320354;0;0;0;12;5;0;0;0;1;0;0;2;0;0;0
serafina correa;4320404;0;0;0;2;0;0;0;0;14;0;4;1;0;0;0
serio;4320453;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sertao;4320503;0;0;0;1;0;0;0;0;5;1;0;0;0;0;0
sertao santana;4320552;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
sete de setembro;4320578;0;0;0;3;1;0;1;0;2;0;0;0;0;0;0
severiano de almeida;4320602;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
silveira martins;4320651;0;0;0;3;0;0;0;0;1;2;0;0;0;0;0
sinimbu;4320677;0;0;0;4;0;0;0;0;3;1;0;0;0;0;0
sobradinho;4320701;0;0;0;29;1;1;0;0;10;1;3;8;0;0;0
soledade;4320800;1;1;0;35;4;2;3;0;25;4;10;4;0;0;1
tabai;4320859;0;0;0;3;0;1;2;2;2;0;0;0;0;0;0
tapejara;4320909;0;0;0;21;0;1;0;0;24;1;3;0;0;0;0
tapera;4321006;0;0;0;14;1;0;0;0;3;0;4;1;0;0;0
tapes;4321105;1;2;0;16;0;0;3;1;12;2;1;5;0;0;2
taquara;4321204;0;0;0;46;1;3;5;2;31;4;43;4;0;0;1
taquari;4321303;1;1;0;15;0;1;1;0;14;1;26;3;0;0;1
taquarucu do sul;4321329;0;0;0;5;0;0;0;0;3;1;0;0;0;0;0
tavares;4321352;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0
tenente portela;4321402;1;1;0;11;0;2;1;0;5;0;2;4;0;0;1
terra de areia;4321436;1;1;0;15;1;0;1;0;12;1;1;7;0;0;1
teutonia;4321451;0;0;0;19;0;1;1;1;20;1;17;2;0;0;0
tio hugo;4321469;0;0;0;2;0;1;1;0;2;0;0;0;0;0;0
tiradentes do sul;4321477;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0
toropi;4321493;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
torres;4321501;0;0;0;71;2;0;8;1;52;2;7;4;0;0;0
tramandai;4321600;6;6;0;81;0;6;7;1;54;12;5;15;0;0;6
travesseiro;4321626;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
tres arroios;4321634;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
tres cachoeiras;4321667;0;0;0;3;0;2;0;0;10;0;0;0;0;0;0
tres coroas;4321709;0;0;0;29;1;0;1;0;6;0;9;3;0;0;0
tres de maio;4321808;0;0;0;19;2;1;0;0;18;1;7;1;0;0;0
tres forquilhas;4321832;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
tres palmeiras;4321857;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
tres passos;4321907;1;1;0;24;0;0;1;0;11;1;9;9;0;0;1
trindade do sul;4321956;0;0;0;8;0;1;0;0;5;0;2;2;0;0;0
triunfo;4322004;0;0;0;22;0;0;1;1;19;1;2;7;0;0;0
tucunduva;4322103;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
tunas;4322152;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0
tupanci do sul;4322186;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
tupancireta;4322202;0;0;0;27;1;1;1;1;12;0;0;2;0;0;0
tupandi;4322251;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0
tuparendi;4322301;0;0;0;5;1;0;0;0;5;0;2;0;0;0;0
turucu;4322327;0;0;0;2;1;0;0;0;1;1;2;0;0;0;0
ubiretama;4322343;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
uniao da serra;4322350;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
unistalda;4322376;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
uruguaiana;4322400;2;2;1;91;9;18;19;0;49;2;17;19;1;0;3
vacaria;4322509;1;1;0;91;1;3;11;0;26;5;23;10;0;0;2
vale do sol;4322533;0;0;0;4;1;0;0;0;6;0;0;0;0;0;0
vale real;4322541;0;0;0;2;0;0;1;0;4;0;2;0;0;0;0
vale verde;4322525;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
vanini;4322558;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
venancio aires;4322608;0;0;0;95;1;3;6;0;38;3;2;11;0;0;0
vera cruz;4322707;0;0;0;24;0;1;0;1;18;0;1;0;0;0;0
veranopolis;4322806;0;0;0;2;0;3;3;0;23;1;5;6;0;0;0
vespasiano correa;4322855;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
viadutos;4322905;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0
viamao;4323002;2;2;0;205;3;13;133;31;155;11;13;33;0;1;4
vicente dutra;4323101;0;0;0;5;0;0;0;0;1;2;0;0;0;0;0
victor graeff;4323200;0;0;0;2;0;0;0;0;3;1;1;1;0;0;0
vila flores;4323309;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
vila langaro;4323358;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
vila maria;4323408;0;0;0;8;4;1;0;0;1;0;1;0;0;0;0
vila nova do sul;4323457;0;0;0;6;2;0;1;0;2;0;1;0;0;0;0
vista alegre;4323507;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
vista alegre do prata;4323606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vista gaucha;4323705;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
vitoria das missoes;4323754;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
westfalia;4323770;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
xangri-la;4323804;0;0;0;42;0;2;2;0;17;2;0;1;0;0;0
